bank,quarter,speaker,firm,topic,text,clean_text,finbert_sentiment,finbert_score,ldsa_sentiment,ldsa_net,gold_label,label_method,human_reviewed,ft_sentiment,ft_score
barclays,2025-q1,Amit Goel,Mediobanca,0,"Hi, thank you, and thanks for that extra disclosure on USCB. And I just want to check, I mean,
obviously, BUK NII has been guided up and the IB Q1 performance has been strong. And so just
thinking about the 11% ROTE guidance for this year, which has remained the same. So just
curious, is that to reflect perhaps a bit more uncertainty in the environment or is it just a case of
just not changing at this point or a bit more risk-on that USCB part of the business. So number
one, just curious why the 11% hasn't changed as well.
And then secondly, in terms of the hedge benefit beyond 2026, I think you're commenting
obviously that it remains quite a strong tailwind. So just wanted to double-check the kind of roll-
of yield that you're anticipating, say, in '27, we have about 2.5%. Just wanted to check whether
it's in the right kind of ballpark or whether you think actually the roll-of yield is a bit lower or a bit
higher than that. Thank you.
Anna Cross
Okay. Thanks, Amit. I'll take both of those. So we've obviously seen a strong Q1, and that's
coming through, not only in the income line, but all the way through the P&L. So we've got good
operating leverage and we were pleased with that performance. But it's only the first quarter of
the year. So all we've done is we've repeated our circa 11% guidance and are not signaling
anything by repeating that guidance, whether that be in income, costs or impairments. I'm
merely repeating it.",hi thank thanks extra disclosure uscb want check mean obviously buk nii guided ib q performance strong thinking rote guidance year remained curious reflect perhaps bit uncertainty environment case changing point bit uscb part business number one curious changed well secondly terms hedge benefit beyond think commenting obviously remains quite strong tailwind wanted kind yield anticipating say wanted check whether right kind ballpark whether think actually yield bit lower bit higher thank anna cross okay thanks amit take obviously seen strong q coming income line way p l got good operating leverage pleased performance first quarter year done repeated circa guidance signaling anything repeating guidance whether income costs impairments merely repeating,neutral,0.6796335577964783,neutral,0.0,neutral,finbert_ldsa_agree,True,neutral,0.4247150421142578
barclays,2025-q1,Chris Hallam,Goldman Sachs,-1,"Yeah, good morning, everybody. Thanks for taking my questions. Two quick ones. So given the
conservative banking wallet already embedded in your planning assumptions, which I guess you
just referenced. Are there any initiatives, either on the cost side or the investment side, that you
would need to either undertake or delay should 2025 indeed play out as per those wallet
assumptions? That's the first question.",yeah good morning everybody thanks taking questions two quick ones given conservative banking wallet already embedded planning assumptions guess referenced initiatives either cost side investment side would need either undertake delay indeed play per wallet assumptions first question,neutral,0.9253233075141908,neutral,0.0,neutral,finbert_ldsa_agree,True,neutral,0.48113566637039185
barclays,2025-q1,Perlie Mong,Bank of America,0,"Hello. Hi, Anna. So just a couple of questions. One, just quickly touching on the US cards margin.
So obviously, that's been down, but you've talked about some of the drivers and some of the
time lags between deposit pricing and asset pricing. And I know you've mentioned that the
interest rate risk is already hedged. But I guess the market is pricing in faster and more rate cuts
on the US side for the rest of the year, maybe three or four rate cuts. So if that were to happen, I
guess, is it already in your planning assumption? And if that were to happen, would you still
expect the meaningful progression during 2025 as you've just talked about. So I guess that's
number one. Number two, I guess more broadly on the full-year '26, greater than 12% returns
target. So consensus has just got to about 12%, taken a year to get there. And I guess the
operating environment is arguably a little bit more challenging. Certainly, impairment looks like it
is possible that it will go up given economic indicators coming down maybe a little bit. And I
suppose in general, US dollar weakening is probably not super helpful either. So where do you
see a gap between your planning assumption and where consensus is, because you've
reiterated guidance. So presumably you see maybe some positive to where consensus is
currently, notwithstanding maybe a little bit of worsening in credit quality and maybe some FX
impact as well. So just it would be helpful to understand where you think people might be too
pessimistic.
Anna Cross",hello hi anna couple questions one quickly touching us cards margin obviously talked drivers time lags deposit pricing asset pricing know mentioned interest rate risk already hedged guess market pricing faster rate cuts us side rest year maybe three four rate cuts happen guess already planning assumption happen would still expect meaningful progression talked guess number one number two guess broadly greater returns target consensus got taken year get guess operating environment arguably little bit challenging certainly impairment looks like possible go given economic indicators coming maybe little bit suppose general us dollar weakening probably super helpful either see gap planning assumption consensus reiterated guidance presumably see maybe positive consensus currently notwithstanding maybe little bit worsening credit quality maybe fx impact well would helpful understand think people might pessimistic anna cross,neutral,0.7472155690193176,negative,-0.0147058823529411,negative,keyword_override,False,neutral,0.4770856201648712
barclays,2025-q1,Andy Coombs,Citigroup,0,"Good morning. So perhaps I just have a couple of follow-ons. Just firstly on the fixed-income
result and very strong relative to peers. So any reason why there might be episodic revenues in
that or any additional seasonality compared to your peers? And if you could help us think about
the breakdown between credit, securitized products, rates and FX? Any colour you can share
would be helpful.
And then second question, just on your mortgage balances in BUK, obviously, you've been
struggling to grow that for a while, but you've actually very good result this quarter up £3 billion
quarter-on-quarter. And how sustainable do you think that is, versus how much is that just a
pull-forward of activity in light of stamp duty changes? Thank you.
Anna Cross
Okay, Andy. I will start, then Venkat may want to add on FICC. I mean, nothing much more than I
would call out from before, just a strong performance across the board reflects our investment
in the business, both in Intermediation and in Financing. I called out Rates and I called out",good morning perhaps couple firstly result strong relative peers reason might episodic revenues additional seasonality compared peers could help us think breakdown credit securitized products rates fx colour share would helpful second question mortgage balances buk obviously struggling grow actually good result quarter billion sustainable think versus much activity light stamp duty changes thank anna cross okay andy start venkat may want add ficc mean nothing much would call strong performance across board reflects investment business intermediation financing called rates called,positive,0.6127030849456787,positive,0.010752688172043,positive,finbert_confident,False,positive,0.6409215331077576
barclays,2025-q1,Ed Firth,KBW,-1,"Good morning, everybody. Thanks very much. Yeah, I just have two questions. Number one,
[BUK] fees look very weak. They're down about I think, 9% year-on-year, and they're certainly
annualizing at no more than about £1 billion, I guess, and that's in the UK business. So could you
tell us a little bit about what's going on there and how we should expect that going forward? Is
the [greater than £250 million] run-rate we should be thinking about or is there something that
was in there that means it might pick up as the rest of the year progresses? So I guess that's my
first question.",good morning everybody thanks much yeah two questions number one buk fees look weak think certainly annualizing billion guess uk business could tell us little bit going expect going forward greater million thinking something means might pick rest year progresses guess first question,negative,0.7106807827949524,neutral,-0.009009009009009,negative,finbert_confident,False,negative,0.4853876531124115
barclays,2025-q1,Jonathan Pierce,Jeferies,0,"Hello, good morning, both. Got a couple of questions. The first is a follow-up on Ed's question on
capital. You came into this year at 13.6% [CET1] ratio, 13.3% adjusting for the buyback. It does
sound increasingly like you want to operate closer to 14% moving forward. Can I just confirm
that is how we should be thinking about it? I'm just wondering whether there's an element of
this relating to the fact that UK RWA growth, your target for end of next year looks increasingly
stretching, and maybe you're thinking about some sort of inorganic bolt-on, which obviously
would consume some capital in a one-of sense there. So that's the first question.",hello good morning got couple questions first ed question capital came year cet ratio adjusting buyback sound increasingly like want operate closer moving forward confirm thinking wondering whether element relating fact uk rwa growth target end next year looks increasingly stretching maybe thinking sort inorganic obviously would consume capital sense first question,neutral,0.8354519605636597,neutral,0.0084745762711864,neutral,finbert_ldsa_agree,False,neutral,0.5064300298690796
barclays,2025-q1,Jonathan Pierce,Jeferies,-1,"Thanks a lot.
Anna Cross",thanks lot anna cross,neutral,0.6042497158050537,neutral,0.0,neutral,finbert_ldsa_agree,False,positive,0.4266943037509918
barclays,2025-q1,Robin Down,HSBC,0,"Good morning. Thanks for taking the questions. Just a couple of quickies from me. I think you
kind of touched on this a little bit, Anna, in your last answer, but the Barclaycard Consumer UK
revenue line, doesn't really seem to have made a great deal of progress over the last 12 months
despite the kind of the big pickup in card acquisition numbers. Is that just a kind of lead-lag
efect? Does it kind of take 12 months for the revenues to come through or was there some
other kind of trend in there when you might expect to see kind of proper revenue growth in that
line?
And then the second question is more of a clarification. I think Slide 8 talks about a 90%
reinvestment rate on the structural hedge. But I think you mentioned earlier that you expected
the structural hedge to be stable. And is that 90% unstable? Is that just kind of a very broad
definition of stable? Or how should we read that?
Anna Cross
Okay. Thank you, Robin. Let me deal with those. And so on the Barclaycard line, I mean, we
stepped back into the credit card market in 2023. So all you are seeing here really is a production
line of those card acquisitions then maturing into interest-earning lending. Actually, if you think
about the structure of the market, it tends to be slightly longer-dated than 12 months. So you're
going to see some pickup in interest earning lending towards the back-end of 2025, but the bulk
of this is actually going to be in 2026. So it is a lead lag efect as you suggest.
And then on the second question, we've given you a planning assumption of circa 90%, but you
can see, given where deposits have been in the first quarter that the notional has been stable,
and we would expect it to be broadly stable. But just for your planning maths and that's why
we've said circa 90%. Nothing more to read into it than that.
Okay. So I think that brings us to the end of questions for today. I'd like to thank you for those
questions. Thank you for your continued interest in Barclays, in what I know is a very busy day,
and we will see you either on the road or at the Analyst Breakfast in a couple of weeks.
C.S. Venkatakrishnan",good morning thanks taking questions couple quickies think kind touched little bit anna last answer barclaycard consumer uk revenue line really seem made great deal progress last months despite kind big pickup card acquisition numbers kind efect kind take months revenues come kind trend might expect see kind proper revenue growth line second question clarification think slide talks reinvestment rate structural hedge think mentioned earlier expected structural hedge stable unstable kind broad definition stable read anna cross okay thank robin let deal barclaycard line mean stepped back credit card market seeing really production line card acquisitions maturing lending actually think structure market tends slightly months going see pickup interest earning lending towards bulk actually going lead lag efect suggest second question given planning assumption circa see given deposits first quarter notional stable would expect broadly stable planning maths said circa nothing read okay think brings us end questions today like thank questions thank continued interest barclays know busy day see either road analyst breakfast couple weeks venkatakrishnan,neutral,0.8456496596336365,positive,0.015,positive,keyword_override,False,positive,0.41874030232429504
barclays,2025-q2,Alvaro Serrano,Morgan Stanley,0,"Hi, good morning. A couple of questions, please. First of all, on capital and then one on the
Investment Bank.
On capital, you are at 13.7% after the buyback. That’s a pretty comfortable position given [your
13-14% range]. [Fundamental Review of the Trading Book (FRTB)] has been delayed, when you
think about your capital position versus the over £10 billion distribution, and obviously M&A
options that have appeared in the press, how do you see upside to distribution versus additional
firepower for M&A? Whether that's a portfolio in the US or something else, if you can maybe
walk us through your thinking.
And second, on the Investment Bank, obviously Trading, you have explained Anna, very strong.",hi good morning couple questions please first capital one investment bank capital buyback pretty comfortable position given range fundamental review trading book frtb delayed think capital position versus billion distribution obviously options appeared press see upside distribution versus additional firepower whether portfolio us something else maybe walk us thinking second investment bank obviously trading explained anna strong,neutral,0.8779981136322021,positive,0.017094017094017,positive,keyword_override,True,neutral,0.4092665910720825
barclays,2025-q2,Guy Stebbings,BNP Paribas Exane,0,"Hi, morning there. Two questions, if I may. The first one was on Barclays UK, I was wondering if
you could expand on this historic swap maturity impact that landed in H1, that comes out in H2
and should support expansion in the product margin in the second half. I don't know if you can
frame the size of that, perhaps.
Then attached to that, looking at your full-year guide and talk to quarter-on-quarter growth, it
looks like we're getting to an exit quarterly run rate of about £8 billion or so on the NII for
Barclays UK. Consensus is at £8.3 billion for next year, it doesn't feel overly challenging versus
that exit rate. So can we infer that you're comfortable with market expectations next year,
perhaps even some upside, despite the miss in the second quarter?",hi morning two questions may first one barclays uk wondering could expand historic swap maturity impact landed h comes h support expansion product margin second half know frame size perhaps attached looking guide talk growth looks like getting exit quarterly run rate billion nii barclays uk consensus billion next year feel overly challenging versus exit rate infer comfortable market expectations next year perhaps even upside despite miss second quarter,neutral,0.7259871363639832,positive,0.0139860139860139,positive,keyword_override,False,positive,0.6008384823799133
barclays,2025-q2,Jason Napier,UBS,-1,"Good morning, Venkat and Anna, thanks for taking my questions. Two, please. The first, just
focusing on the return targets for 2026. I guess at the halfway point for the strategic plan, the
bank's doing better than expected. As Venkat, you mentioned, you've beaten in [Global Markets]
six quarters in a row and consensus is pretty close to your £30 billion revenue target for next
year. But the market is well over £1 billion below your expectations for the Investment Bank.
So I wanted to invite you to sort of give us your thinking on that £30 billion guide. Is it still that
number because you're not in the habit of refreshing it every quarter? Is it that the cyclical
tailwinds in the IB that you've enjoyed so far you think are a bit of a headwind from here?
Because if we put in your IB number, if we add that to consensus, you're a 13% RoTE company,
not the sort of more than 12% at which we seem to be a little bit stuck.
Secondly, perhaps just as a follow on, consensus beyond 2026 has got the bank growing
revenues by 3% and costs by 2%. I wonder whether just at a footprint level, do you think that
makes sense? Are the markets in which you're playing growing that little in the next few years?
Thanks very much.
Anna Cross",good morning venkat anna thanks taking questions two please first focusing return targets guess halfway point strategic plan bank better expected venkat mentioned beaten global markets six quarters row consensus pretty close billion revenue target next year market well billion expectations investment bank wanted invite sort give us thinking billion guide still number habit refreshing every quarter cyclical tailwinds ib enjoyed far think bit headwind put ib number add consensus rote company sort seem little bit stuck secondly perhaps follow consensus beyond got bank growing revenues costs wonder whether footprint level think makes sense markets playing growing little next years thanks much anna cross,neutral,0.6652394533157349,neutral,-0.0043859649122807,neutral,finbert_ldsa_agree,False,negative,0.3780515491962433
